iteration,episode,step,waypoint,is_left_of_center,original_reward,calculated_reward,progress,all_wheels_on_track,reward_zone
8,164,43.0,48,True,1.0,0.001,20.72336803035733,True,right_reward_zone
8,164,44.0,49,True,1.0,0.001,21.219845367559486,True,right_reward_zone
8,164,45.0,49,True,1.0,0.001,21.743426981157675,True,right_reward_zone
8,164,46.0,50,True,1.0,0.001,22.321851523251148,True,right_reward_zone
8,164,47.0,50,True,1.0,0.001,22.727313474757295,True,right_reward_zone
8,164,48.0,51,True,1.0,0.001,23.205219236557472,True,right_reward_zone
8,164,49.0,51,True,1.0,0.001,23.58857225995506,True,right_reward_zone
8,164,50.0,52,True,1.0,0.001,24.02124988355026,True,right_reward_zone
8,164,51.0,52,True,1.0,0.001,24.390545782964285,True,right_reward_zone
8,164,52.0,53,True,1.0,0.001,24.90789083722245,True,right_reward_zone
8,164,53.0,54,True,1.0,0.001,25.360318436368235,True,right_reward_zone
8,164,54.0,54,True,1.0,0.001,25.82209168921133,True,right_reward_zone
8,164,55.0,55,True,1.0,0.001,26.496579531739368,True,right_reward_zone
8,164,56.0,56,True,1.0,0.001,27.15764312197652,True,no_reward_zone
8,164,57.0,56,True,1.0,0.001,27.871108858793377,True,no_reward_zone
8,164,58.0,57,True,1.0,0.001,28.6723023936573,True,no_reward_zone
8,164,59.0,58,True,1.0,0.001,29.30068659163509,True,no_reward_zone
8,164,60.0,59,True,1.0,0.001,30.07115727272918,True,no_reward_zone
